docks,id,lat,lon,name
18,BikePoints_389,51.51013,-0.155757,"Upper Grosvenor Street, Mayfair"
41,BikePoints_390,51.521776,-0.068856,"Buxton Street 1, Shoreditch"
21,BikePoints_392,51.499428,-0.179702,"Imperial College, Knightsbridge"
15,BikePoints_393,51.517334,-0.103604,"Snow Hill, Farringdon"
18,BikePoints_394,51.524826,-0.176268,"Aberdeen Place, St. John's Wood"
15,BikePoints_395,51.492462,-0.159919,"Cadogan Gardens, Chelsea"
16,BikePoints_396,51.51809,-0.163609,"Shouldham Street, Marylebone"
16,BikePoints_397,51.51348,-0.17977,"Devonshire Terrace, Bayswater"
30,BikePoints_398,51.502319,-0.200742,"Holland Park, Kensington"
24,BikePoints_399,51.522617,-0.071653,"Brick Lane Market, Shoreditch"
26,BikePoints_400,51.517703,-0.154106,"George Street, Marylebone"
24,BikePoints_401,51.528187,-0.075375,"Columbia Road, Shoreditch"
15,BikePoints_402,51.522892,-0.171681,"Penfold Street, Marylebone"
16,BikePoints_403,51.516892,-0.158249,"George Place Mews, Marylebone"
13,BikePoints_404,51.502042,-0.1844,"Palace Gate, Kensington Gardens"
15,BikePoints_405,51.494185,-0.18267,"Gloucester Road Station, South Kensington"
40,BikePoints_408,51.519943,-0.170704,"Paddington Green Police Station, Paddington"
41,BikePoints_409,51.493146,-0.099828,"Strata, Elephant & Castle"
64,BikePoints_410,51.519968,-0.169774,"Edgware Road Station, Marylebone"
33,BikePoints_411,51.493372,-0.09968,"Walworth Road, Elephant & Castle"
17,BikePoints_412,51.488105,-0.110121,"Cleaver Street, Kennington"
37,BikePoints_420,51.504043,-0.105312,"Southwark Station 1, Southwark"
45,BikePoints_421,51.504044,-0.104778,"Southwark Station 2, Southwark"
31,BikePoints_423,51.494561,-0.153933,"Eaton Square (South), Belgravia"
29,BikePoints_424,51.490491,-0.149186,"Ebury Bridge, Pimlico"
38,BikePoints_425,51.533379,-0.139159,"Harrington Square 2, Camden Town"
17,BikePoints_426,51.493072,-0.129925,"Vincent Street, Pimlico"
43,BikePoints_427,51.51397,-0.09294,"Cheapside, Bank"
20,BikePoints_428,51.499917,-0.174554,"Exhibition Road, Knightsbridge"
18,BikePoints_430,51.48902,-0.17524,"South Parade, Chelsea"
20,BikePoints_431,51.534474,-0.122203,"Crinan Street, King's Cross"
22,BikePoints_432,51.496957,-0.173894,"Exhibition Road Museums, South Kensington"
33,BikePoints_433,51.524564,-0.116279,"Wren Street, Holborn"
23,BikePoints_435,51.488852,-0.105593,"Kennington Station, Kennington"
36,BikePoints_436,51.51824,-0.11655,"Red Lion Street, Holborn"
27,BikePoints_437,51.488124,-0.120903,"Vauxhall Walk, Vauxhall"
22,BikePoints_439,51.5338,-0.118677,"Killick Street, King's Cross"
33,BikePoints_440,51.483145,-0.113134,"Kennington Oval, Oval"
24,BikePoints_441,51.495656,-0.114605,"Sail Street, Vauxhall"
24,BikePoints_442,51.510101,-0.211358,"Walmer Road, Avondale"
30,BikePoints_443,51.515256,-0.058641,"Philpot Street, Whitechapel"
28,BikePoints_445,51.52388,-0.065076,"Cheshire Street, Bethnal Green"
27,BikePoints_446,51.528936,-0.055894,"York Hall, Bethnal Green"
54,BikePoints_447,51.493381,-0.007542,"Jubilee Crescent, Cubitt Town"
36,BikePoints_448,51.50623,-0.02296,"Fisherman's Walk West, Canary Wharf"
35,BikePoints_449,51.511088,-0.057159,"Shadwell Station, Shadwell"
28,BikePoints_450,51.515975,-0.053177,"Jubilee Street, Stepney"
16,BikePoints_451,51.504719,-0.063531,"Hermitage Court, Wapping"
24,BikePoints_452,51.505697,-0.070542,"St. Katharine's Way, Tower"
24,BikePoints_453,51.508447,-0.055167,"Garnet Street, Shadwell"
20,BikePoints_454,51.487679,-0.021582,"Napier Avenue, Millwall"
17,BikePoints_455,51.49447,-0.014409,"East Ferry Road, Cubitt Town"
33,BikePoints_456,51.538071,-0.144664,"Parkway, Camden Town"
29,BikePoints_457,51.542138,-0.145393,"Castlehaven Road, Camden Town"
28,BikePoints_458,51.504749,-0.057544,"Wapping Lane, Wapping"
17,BikePoints_459,51.535179,-0.03338,"Gunmakers Lane, Old Ford"
33,BikePoints_460,51.516196,-0.029138,"Burdett Road, Mile End"
26,BikePoints_461,51.516,-0.038775,"Aston Street, Stepney"
45,BikePoints_462,51.541603,-0.138853,"Bonny Street, Camden Town"
22,BikePoints_463,51.534776,-0.071881,"Thurtle Road, Haggerston"
25,BikePoints_464,51.51417,-0.052099,"St. Mary & St. Michael Church, Stepney"
28,BikePoints_465,51.53558,-0.08249,"Pitfield Street North,Hoxton"
21,BikePoints_466,51.534464,-0.076341,"Whiston Road, Haggerston"
17,BikePoints_467,51.523538,-0.030556,"Southern Grove, Bow"
24,BikePoints_468,51.521564,-0.022694,"Cantrell Road, Bow"
44,BikePoints_469,51.513757,-0.020467,"Lindfield Street, Poplar"
46,BikePoints_470,51.530535,-0.025492,"Mostyn Grove, Bow"
19,BikePoints_471,51.533283,-0.028155,"Hewison Street, Old Ford"
21,BikePoints_472,51.529452,-0.027616,"Malmesbury Road, Bow"
19,BikePoints_473,51.496137,-0.019355,"Millharbour, Millwall"
39,BikePoints_474,51.498125,-0.011457,"Castalia Square, Cubitt Town"
57,BikePoints_475,51.499041,-0.020157,"Lightermans Road, Millwall"
29,BikePoints_476,51.489096,-0.009205,"Stebondale Street, Cubitt Town"
36,BikePoints_477,51.49109,-0.018716,"Spindrift Avenue, Millwall"
21,BikePoints_478,51.521889,-0.04667,"Stepney Green Station, Stepney"
20,BikePoints_479,51.527152,-0.058005,"Pott Street, Bethnal Green"
25,BikePoints_480,51.512871,-0.038986,"Flamborough Street, Limehouse"
35,BikePoints_481,51.487129,-0.009001,"Saunders Ness Road, Cubitt Town"
26,BikePoints_482,51.509843,-0.02377,"Thornfield House, Poplar"
33,BikePoints_483,51.51328,-0.047784,"Albert Gardens, Stepney"
24,BikePoints_484,51.528828,-0.013258,"Bromley High Street, Bow"
24,BikePoints_485,51.531127,-0.048017,"Old Ford Road, Bethnal Green"
37,BikePoints_486,51.525645,-0.069543,"Granby Street, Shoreditch"
23,BikePoints_487,51.511811,-0.025626,"Canton Street, Poplar"
22,BikePoints_488,51.506946,-0.058681,"Reardon Street, Wapping"
34,BikePoints_489,51.513074,-0.064094,"Christian Street, Whitechapel"
45,BikePoints_490,51.508622,-0.065006,"Pennington Street, Wapping"
45,BikePoints_491,51.522507,-0.041378,"Queen Mary's, Mile End"
63,BikePoints_492,51.524677,-0.03562,"The Green Bridge, Mile End"
36,BikePoints_494,51.50196,-0.016251,"South Quay East, Canary Wharf"
39,BikePoints_495,51.528169,-0.018703,"Bow Church Station, Bow"
39,BikePoints_496,51.52512,-0.015578,"Devons Road, Bow"
27,BikePoints_497,51.526177,-0.027467,"Merchant Street, Bow"
42,BikePoints_498,51.527058,-0.025296,"Bow Road Station, Bow"
36,BikePoints_499,51.519265,-0.021345,"Furze Green, Bow"
41,BikePoints_500,51.519806,-0.055731,"Ansell House, Stepney"
24,BikePoints_501,51.522561,-0.054883,"Cephas Street, Bethnal Green"
36,BikePoints_503,51.520893,-0.051394,"Cleveland Way, Stepney"
30,BikePoints_504,51.496454,-0.009506,"St. John's Park, Cubitt Town"
29,BikePoints_505,51.520398,-0.026768,"Ackroyd Drive, Bow"
23,BikePoints_506,51.517475,-0.075855,"Bell Lane, Liverpool Street"
31,BikePoints_507,51.528692,-0.059091,"Clarkson Street, Bethnal Green"
18,BikePoints_508,51.519362,-0.074431,"Fournier Street, Whitechapel"
19,BikePoints_509,51.517842,-0.090075,"Fore Street, Guildhall"
41,BikePoints_510,51.509303,-0.025996,"Westferry DLR, Limehouse"
33,BikePoints_511,51.511066,-0.053558,"Sutton Street, Shadwell"
30,BikePoints_512,51.532091,-0.06142,"Pritchard's Road, Bethnal Green"
51,BikePoints_513,51.514222,-0.055656,"Watney Market, Stepney"
17,BikePoints_514,51.516204,-0.155525,"Portman Square, Marylebone"
24,BikePoints_515,51.500088,-0.211316,"Russell Gardens, Olympia"
18,BikePoints_516,51.5112,-0.014438,"Chrisp Street Market, Poplar"
17,BikePoints_517,51.532513,-0.033085,"Ford Road, Old Ford"
30,BikePoints_518,51.528224,-0.037471,"Antill Road, Mile End"
33,BikePoints_519,51.518811,-0.011662,"Teviot Street, Poplar"
21,BikePoints_520,51.526041,-0.047218,"Bancroft Road, Bethnal Green"
19,BikePoints_521,51.534137,-0.037366,"Driffield Road, Old Ford"
36,BikePoints_522,51.525941,-0.036017,"Clinton Road, Mile End"
24,BikePoints_523,51.51549,-0.013475,"Langdon Park, Poplar"
38,BikePoints_524,51.511654,-0.179668,"Lancaster Gate, Bayswater"
27,BikePoints_526,51.503143,-0.008428,"Lancaster Drive, Blackwall"
20,BikePoints_527,51.503802,-0.215808,"Hansard Mews, Holland Park"
16,BikePoints_528,51.507326,-0.145827,"Clarges Street, Mayfair"
18,BikePoints_530,51.508896,-0.012413,"Newby Place, Poplar"
21,BikePoints_531,51.530326,-0.042744,"Twig Folly Bridge, Mile End"
63,BikePoints_532,51.50357,-0.020068,"Jubilee Plaza, Canary Wharf"
33,BikePoints_533,51.528222,-0.069743,"Wellington Row, Bethnal Green"
27,BikePoints_534,51.531864,-0.066035,"Goldsmith's Row, Haggerston"
24,BikePoints_535,51.537349,-0.147154,"Gloucester Avenue, Camden Town"
35,BikePoints_536,51.53385,-0.06992,"Queensbridge Road, Haggerston"
18,BikePoints_537,51.51793,-0.067937,"Old Montague Street, Whitechapel"
21,BikePoints_538,51.508981,-0.00699,"Naval Row, Blackwall"
22,BikePoints_539,51.531091,-0.075901,"Hoxton Station, Hoxton"
27,BikePoints_540,51.528302,-0.144466,"Albany Street, The Regent's Park"
28,BikePoints_541,51.506613,-0.142844,"Green Park Station, Mayfair"
33,BikePoints_542,51.514115,-0.033828,"Salmon Lane, Limehouse"
21,BikePoints_543,51.509591,-0.204666,"Lansdowne Walk, Ladbroke Grove"
22,BikePoints_544,51.526153,-0.102208,"Percival Street, Finsbury"
24,BikePoints_545,51.539957,-0.145246,"Arlington Road, Camden Town"
21,BikePoints_546,51.517428,-0.107987,"New Fetter Lane, Holborn"
51,BikePoints_547,51.509474,-0.002275,"East India DLR, Blackwall"
26,BikePoints_548,51.498386,-0.107913,"Westminster Bridge Road, Elephant & Castle"
45,BikePoints_549,51.49605,-0.104193,"Gaywood  Street, Elephant & Castle"
23,BikePoints_550,51.521564,-0.039264,"Harford Street, Mile End"
39,BikePoints_551,51.503447,-0.016233,"Montgomery Square, Canary Wharf"
27,BikePoints_552,51.511542,-0.056667,"Watney Street, Shadwell"
24,BikePoints_553,51.535678,-0.062546,"Regent's Row, Haggerston "
16,BikePoints_554,51.513548,-0.005659,"Aberfeldy Street, Poplar"
27,BikePoints_556,51.502661,-0.021596,"Heron Quays DLR, Canary Wharf"
20,BikePoints_557,51.51601,-0.0985,"King Edward Street, St Pauls"
24,BikePoints_558,51.493978,-0.127554,"Page Street, Westminster"
24,BikePoints_559,51.501391,-0.205991,"Abbotsbury Road, Holland Park"
21,BikePoints_560,51.511624,-0.205921,"Ladbroke Grove Central, Ladbroke Grove"
22,BikePoints_561,51.518369,-0.043371,"Rectory Square, Stepney"
21,BikePoints_562,51.51746,-0.12335,"Bury Place, Holborn"
26,BikePoints_563,51.499286,-0.009152,"Preston's Road, Cubitt Town"
41,BikePoints_564,51.509943,-0.117619,"Somerset House, Strand"
0,BikePoints_565,51.521905,-0.063386,"Selby Street, Whitechapel"
42,BikePoints_566,51.509158,-0.224103,"Westfield Ariel Way, White City"
18,BikePoints_568,51.51616,-0.18697,"Bishop's Bridge Road West, Bayswater"
30,BikePoints_569,51.53213,-0.08299,"Pitfield Street Central, Hoxton"
36,BikePoints_570,51.503083,-0.017676,"Upper Bank Street, Canary Wharf"
29,BikePoints_571,51.506256,-0.218337,"Westfield Southern Terrace,Shepherd's Bush"
36,BikePoints_572,51.539099,-0.141728,"Greenland Road, Camden Town"
18,BikePoints_573,51.485587,-0.18119,"Limerston Street, West Chelsea"
45,BikePoints_574,51.53356,-0.09315,"Eagle Wharf Road, Hoxton"
22,BikePoints_576,51.497304,-0.022793,"Alpha Grove, Millwall"
20,BikePoints_577,51.528869,-0.047548,"Globe Town Market, Bethnal Green"
32,BikePoints_578,51.527607,-0.057133,"Hollybush Gardens, Bethnal Green"
36,BikePoints_579,51.511246,-0.093051,"Queen Street 2, Bank"
36,BikePoints_580,51.486929,-0.102996,"Doddington Grove, Kennington"
18,BikePoints_581,51.519167,-0.147983,"New Cavendish Street, Marylebone"
20,BikePoints_583,51.497622,-0.125978,"Abingdon Green, Westminster"
21,BikePoints_584,51.51244,-0.19096,"Ilchester Gardens, Bayswater"
31,BikePoints_586,51.490645,-0.014582,"Mudchute DLR, Cubitt Town"
22,BikePoints_587,51.50964,-0.08497,"Monument Street, Monument"
27,BikePoints_588,51.52959,-0.0801,"Hoxton Street, Hoxton"
18,BikePoints_589,51.487196,-0.179369,"Drayton Gardens, West Chelsea"
26,BikePoints_590,51.53256,-0.16862,"Greenberry Street, St.John's Wood"
27,BikePoints_591,51.506093,-0.224223,"Westfield Library Corner, Shepherd's Bush"
20,BikePoints_592,51.5171,-0.18377,"Bishop's Bridge Road East, Bayswater"
21,BikePoints_593,51.531066,-0.11934,"Northdown Street, King's Cross"
33,BikePoints_594,51.513875,-0.117774,"Kingsway Southbound, Strand"
22,BikePoints_595,51.493267,-0.21985,"Hammersmith Road, Hammersmith"
21,BikePoints_596,51.472817,-0.199783,"Parson's Green, Parson's Green"
27,BikePoints_597,51.473471,-0.20782,"Fulham Park Road, Fulham"
35,BikePoints_598,51.494499,-0.228188,"Southerton Road, Hammersmith"
28,BikePoints_599,51.485743,-0.223616,"Manbre Road, Hammersmith"
21,BikePoints_600,51.481747,-0.124642,"South Lambeth Road, Vauxhall"
36,BikePoints_601,51.514767,-0.225787,"BBC White City, White City"
45,BikePoints_602,51.472993,-0.133972,"Union Grove, Wandsworth Road"
44,BikePoints_603,51.477839,-0.116493,"Caldwell Street, Stockwell"
18,BikePoints_604,51.538792,-0.138535,"St Martins Close, Camden Town"
29,BikePoints_605,51.520331,-0.163667,"Seymour Place, Marylebone"
26,BikePoints_606,51.504199,-0.210941,"Addison Road, Holland Park"
21,BikePoints_607,51.468814,-0.210279,"Putney Bridge Station, Fulham"
30,BikePoints_608,51.491093,-0.216493,"Colet Gardens, Hammersmith"
19,BikePoints_609,51.465123,-0.157788,"Sugden Road, Clapham"
21,BikePoints_610,51.482567,-0.172078,"Danvers Street, West Chelsea"
20,BikePoints_611,51.506465,-0.208486,"Princedale Road, Holland Park"
30,BikePoints_612,51.469259,-0.141812,"Wandsworth Rd, Isley Court, Wandsworth Road"
24,BikePoints_613,51.504038,-0.2174,"Woodstock Grove, Shepherd's Bush"
40,BikePoints_614,51.478172,-0.14469,"Bradmead, Battersea Park"
24,BikePoints_615,51.476885,-0.215895,"Finlay Street, Fulham"
24,BikePoints_616,51.481021,-0.209973,"Aintree Street, Fulham"
21,BikePoints_617,51.471079,-0.207842,"Elysium Place, Fulham"
24,BikePoints_618,51.476259,-0.193254,"Eel Brook Common, Walham Green"
43,BikePoints_619,51.473763,-0.19701,"Irene Road, Parsons Green"
28,BikePoints_620,51.47518,-0.16716,"Surrey Lane, Battersea"
33,BikePoints_621,51.460864,-0.187427,"Wandsworth Town Station, Wandsworth"
29,BikePoints_622,51.507481,-0.205535,"Lansdowne Road, Ladbroke Grove"
22,BikePoints_623,51.46193,-0.180791,"Nantes Close, Wandsworth"
40,BikePoints_624,51.472918,-0.132102,"Courland Grove, Wandsworth Road"
28,BikePoints_625,51.477619,-0.149551,"Queen's Circus, Battersea Park"
24,BikePoints_626,51.484386,-0.204815,"Normand Park, West Kensington"
20,BikePoints_627,51.46879,-0.15823,"Holden Street, Battersea"
26,BikePoints_628,51.468819,-0.184318,"William Morris Way, Sands End"
28,BikePoints_629,51.459953,-0.190184,"Morie Street, Wandsworth"
28,BikePoints_630,51.470732,-0.126994,"Clarence Walk, Stockwell"
27,BikePoints_631,51.479501,-0.14177,"Battersea Park Road, Nine Elms"
27,BikePoints_632,51.470538,-0.163041,"Sheepcote Lane, Battersea"
32,BikePoints_633,51.489591,-0.209378,"Vereker Road, West Kensington"
33,BikePoints_634,51.494347,-0.215804,"Brook Green South, Brook Green"
37,BikePoints_635,51.486062,-0.214428,"Greyhound Road, Hammersmith"
27,BikePoints_636,51.467064,-0.193502,"South Park, Sands End"
25,BikePoints_637,51.45787,-0.174691,"Spencer Park, Wandsworth Common"
28,BikePoints_638,51.466633,-0.169821,"Falcon Road, Clapham Junction"
27,BikePoints_639,51.48357,-0.202038,"Coomer Place, West Kensington"
28,BikePoints_640,51.472865,-0.148059,"Silverthorne Road, Battersea"
23,BikePoints_641,51.498241,-0.117495,"Archbishop's Park, Waterloo"
36,BikePoints_642,51.469161,-0.174485,"Fawcett Close, Battersea"
22,BikePoints_643,51.519042,-0.204764,"All Saints' Road, Portobello"
33,BikePoints_644,51.483732,-0.223852,"Rainville Road, Hammersmith"
21,BikePoints_645,51.501732,-0.100292,"Great Suffolk Street, The Borough"
16,BikePoints_646,51.498865,-0.137424,"Buckingham Gate, Westminster"
27,BikePoints_647,51.500353,-0.217515,"Richmond Way, Shepherd's Bush"
30,BikePoints_648,51.46904,-0.196274,"Peterborough Road, Sands End"
22,BikePoints_649,51.481805,-0.180274,"World's End Place, West Chelsea"
23,BikePoints_650,51.51687,-0.213872,"St. Mark's Road, North Kensington"
25,BikePoints_651,51.480898,-0.183853,"Thorndike Close, West Chelsea"
29,BikePoints_652,51.511486,-0.21819,"Evesham Street, Avondale"
25,BikePoints_653,51.470847,-0.170703,"Simpson Street, Clapham Junction"
34,BikePoints_654,51.482678,-0.117661,"Ashmole Estate, Oval"
27,BikePoints_655,51.482944,-0.219346,"Crabtree Lane, Fulham"
29,BikePoints_656,51.468418,-0.199135,"Broomhouse Lane, Parsons Green"
21,BikePoints_657,51.49968,-0.221791,"Blythe Road West, Shepherd's Bush"
30,BikePoints_658,51.477292,-0.164786,"Ethelburga Estate, Battersea Park"
57,BikePoints_659,51.46437,-0.174619,"Grant Road West, Clapham Junction"
22,BikePoints_660,51.49087,-0.206029,"West Kensington Station, West Kensington"
37,BikePoints_661,51.51632,-0.202608,"All Saints Church, Portobello"
24,BikePoints_662,51.484984,-0.167919,"Phene Street, Chelsea"
24,BikePoints_663,51.51323,-0.211593,"Clarendon Road, Avondale"
24,BikePoints_664,51.474376,-0.155442,"Austin Road, Battersea Park"
28,BikePoints_665,51.461083,-0.191722,"Smugglers Way, Wandsworth"
38,BikePoints_666,51.4961,-0.208158,"Olympia Way, Olympia"
34,BikePoints_667,51.501594,-0.222293,"Shepherd's Bush Road North, Shepherd's Bush"
26,BikePoints_668,51.494223,-0.236769,"Ravenscourt Park Station, Hammersmith"
39,BikePoints_669,51.476149,-0.123258,"Teversham Lane, Stockwell"
28,BikePoints_670,51.467185,-0.152248,"Ashley Crescent, Battersea"
56,BikePoints_671,51.475089,-0.201968,"Parsons Green Station, Parsons Green"
28,BikePoints_672,51.464688,-0.173656,"Grant Road Central, Clapham Junction"
36,BikePoints_673,51.46517,-0.180389,"Hibbert Street, Battersea"
40,BikePoints_674,51.535467,-0.116191,"Carnegie Street, King's Cross"
30,BikePoints_675,51.463489,-0.182126,"Usk Road, Clapham Junction"
35,BikePoints_676,51.47787,-0.126874,"Hartington Road, Stockwell"
27,BikePoints_677,51.468669,-0.146544,"Heath Road, Battersea"
30,BikePoints_678,51.462312,-0.211468,"Esmond Street, Putney"
26,BikePoints_679,51.474535,-0.17021,"Orbel Street, Battersea"
28,BikePoints_680,51.477684,-0.170329,"Westbridge Road, Battersea"
46,BikePoints_681,51.473036,-0.214749,"Bishop's Avenue, Fulham"
46,BikePoints_682,51.488108,-0.226606,"Crisp Road, Hammersmith"
28,BikePoints_683,51.465064,-0.16375,"Dorothy Road, Clapham Junction"
32,BikePoints_684,51.454752,-0.195197,"Neville Gill Close, Wandsworth"
30,BikePoints_685,51.46067,-0.198735,"Osiers Road, Wandsworth"
26,BikePoints_686,51.488144,-0.222456,"Beryl Road, Hammersmith"
26,BikePoints_687,51.497608,-0.211455,"Maclise Road, Olympia"
28,BikePoints_688,51.460951,-0.200667,"Northfields, Wandsworth"
30,BikePoints_689,51.459225,-0.180884,"Spanish Road, Clapham Junction"
24,BikePoints_690,51.470475,-0.15213,"Stanley Grove, Battersea"
24,BikePoints_691,51.479463,-0.195777,"Erin Close, Walham Green"
22,BikePoints_692,51.542118,-0.028941,"Cadogan Close, Victoria Park"
18,BikePoints_693,51.464786,-0.215618,"Felsham Road, Putney"
20,BikePoints_694,51.460717,-0.216526,"Putney Rail Station, Putney"
21,BikePoints_695,51.536384,-0.102757,"Islington Green, Angel"
21,BikePoints_696,51.487285,-0.217995,"Charing Cross Hospital, Hammersmith"
25,BikePoints_697,51.536392,-0.112721,"Charlotte Terrace, Angel"
35,BikePoints_698,51.539083,-0.070329,"Shoreditch Court, Haggerston"
39,BikePoints_699,51.536654,-0.07023,"Belford House, Haggerston"
25,BikePoints_700,51.476964,-0.174347,"Battersea Church Road, Battersea"
30,BikePoints_701,51.472876,-0.176267,"Vicarage Crescent, Battersea"
24,BikePoints_702,51.528681,-0.06555,"Durant Street, Bethnal Green"
25,BikePoints_703,51.515059,-0.105344,"St. Bride Street, Holborn"
18,BikePoints_704,51.45682,-0.202802,"Mexfield Road, East Putney"
25,BikePoints_705,51.459715,-0.212145,"Upper Richmond Road, Putney"
31,BikePoints_706,51.502153,-0.083632,"Snowsfields, London Bridge"
32,BikePoints_707,51.490217,-0.215087,"Barons Court Station, West Kensington"
33,BikePoints_708,51.46161,-0.216145,"Disraeli Road, Putney"
23,BikePoints_709,51.463211,-0.21555,"Montserrat Road, Putney"
20,BikePoints_710,51.474392,-0.163347,"Albert Bridge Road, Battersea Park"
31,BikePoints_711,51.483356,-0.216305,"Everington Street, Fulham"
22,BikePoints_712,51.518541,-0.034903,"Mile End Stadium, Mile End"
22,BikePoints_713,51.541007,-0.14326,"Hawley Crescent, Camden Town"
28,BikePoints_714,51.473116,-0.137235,"Stewart's Road, Wandsworth Road"
22,BikePoints_715,51.51563,-0.049067,"Aylward Street, Stepney"
24,BikePoints_716,51.515427,-0.023565,"Stainsby Road, Poplar"
43,BikePoints_717,51.536585,-0.075885,"Dunston Road, Haggerston"
45,BikePoints_718,51.535716,-0.060291,"Ada Street, Hackney Central"
24,BikePoints_720,51.487244,-0.205279,"Star Road, West Kensington"
18,BikePoints_721,51.536039,-0.026262,"Wendon Street, Old Ford"
19,BikePoints_722,51.524583,-0.058631,"Finnis Street, Bethnal Green"
48,BikePoints_723,51.46822,-0.190346,"Stephendale Road, Sands End"
28,BikePoints_724,51.457991,-0.184806,"Alma Road, Wandsworth"
28,BikePoints_725,51.477322,-0.138748,"Thessaly Road North, Wandsworth Road"
22,BikePoints_726,51.47505,-0.150908,"Alfreda Street, Battersea Park"
23,BikePoints_727,51.475698,-0.205876,"Chesilton Road, Fulham"
29,BikePoints_728,51.461999,-0.20624,"Putney Bridge Road, East Putney"
24,BikePoints_729,51.478939,-0.208485,"St. Peter's Terrace, Fulham"
18,BikePoints_730,51.492084,-0.229116,"Bridge Avenue, Hammersmith"
37,BikePoints_731,51.477276,-0.18921,"Michael Road, Walham Green"
21,BikePoints_732,51.506304,-0.087262,"Duke Street Hill, London Bridge"
18,BikePoints_733,51.505426,-0.150817,"Park Lane, Mayfair"
31,BikePoints_734,51.462305,-0.175407,"Plough Terrace, Clapham Junction"
35,BikePoints_735,51.464894,-0.173029,"Grant Road East, Clapham Junction"
28,BikePoints_736,51.50659,-0.216104,"Queensdale Road, Shepherd's Bush"
26,BikePoints_737,51.479932,-0.194116,"Fulham Broadway, Walham Green"
37,BikePoints_738,51.475142,-0.187278,"Imperial Road, Sands End"
28,BikePoints_739,51.481765,-0.185273,"Hortensia Road, West Brompton"
26,BikePoints_740,51.510928,-0.214594,"Sirdar Road, Avondale"
23,BikePoints_741,51.512981,-0.219486,"Freston Road, Avondale"
22,BikePoints_742,51.515108,-0.208565,"Blenheim Crescent, Ladbroke Grove"
29,BikePoints_743,51.460792,-0.212607,"Oxford Road, Putney"
30,BikePoints_744,51.467454,-0.172293,"Ingrave Street, Clapham Junction"
29,BikePoints_745,51.478169,-0.182435,"Upcerne Road, West Chelsea"
24,BikePoints_746,51.479573,-0.179038,"Lots Road, West Chelsea"
24,BikePoints_747,51.487964,-0.161765,"Ormonde Gate, Chelsea"
25,BikePoints_748,51.537277,-0.079201,"Hertford Road, De Beauvoir Town"
36,BikePoints_749,51.539328,-0.074284,"Haggerston Road, Haggerston "
27,BikePoints_750,51.471095,-0.15785,"Culvert Road, Battersea"
24,BikePoints_751,51.516128,-0.120909,"Newton Street, Covent Garden"
29,BikePoints_752,51.458164,-0.206002,"Manfred Road, East Putney"
28,BikePoints_753,51.492636,-0.234094,"Hammersmith Town Hall, Hammersmith"
24,BikePoints_754,51.5129,-0.214762,"Grenfell Road, Avondale"
24,BikePoints_755,51.485121,-0.174971,"The Vale, Chelsea"
21,BikePoints_756,51.475153,-0.159169,"Prince of Wales Drive, Battersea Park"
24,BikePoints_757,51.487958,-0.187404,"Harcourt Terrace, West Brompton"
23,BikePoints_758,51.51787,-0.201005,"Westbourne Park Road, Portobello"
18,BikePoints_759,51.524561,-0.165668,"Broadley Terrace, Marylebone"
18,BikePoints_760,51.525269,-0.163795,"Rossmore Road, Marylebone"
27,BikePoints_761,51.483217,-0.21186,"Humbolt Road, Fulham"
21,BikePoints_762,51.500703,-0.129698,"Storey's Gate, Westminster"
47,BikePoints_763,51.520597,-0.032566,"Mile End Park Leisure Centre, Mile End"
33,BikePoints_764,51.462392,-0.168292,"St. John's Road, Clapham Junction"
39,BikePoints_765,51.467601,-0.206827,"Ranelagh Gardens, Fulham"
25,BikePoints_766,51.457529,-0.192165,"Ram Street, Wandsworth"
30,BikePoints_767,51.457059,-0.200806,"Santos Road, Wandsworth"
37,BikePoints_768,51.461343,-0.159322,"Clapham Common North Side, Clapham Common"
21,BikePoints_769,51.473611,-0.191803,"Sandilands Road, Walham Green"
30,BikePoints_770,51.491026,-0.209121,"Gwendwr Road, West Kensington"
21,BikePoints_771,51.509224,-0.216016,"Rifle Place, Avondale"
35,BikePoints_772,51.472509,-0.122831,"Binfield Road, Stockwell"
24,BikePoints_773,51.511891,-0.107349,"Tallis Street, Temple"
20,BikePoints_774,51.470131,-0.20464,"Hurlingham Park, Parsons Green"
33,BikePoints_775,51.496664,-0.223868,"Little Brook Green, Brook Green"
20,BikePoints_776,51.460333,-0.167029,"Abyssinia Close, Clapham Junction"
21,BikePoints_777,51.461923,-0.165297,"Limburg Road, Clapham Junction"
28,BikePoints_779,51.514449,-0.077178,"Houndsditch, Aldgate"
25,BikePoints_780,51.474665,-0.183165,"Imperial Wharf Station, Sands End"
30,BikePoints_781,51.495898,-0.173009,"Victoria & Albert Museum, South Kensington"
24,BikePoints_782,51.483911,-0.197609,"Halford Road, West Kensington"
27,BikePoints_783,51.540311,-0.02163,"Monier Road, Hackney Wick"
34,BikePoints_784,51.546326,-0.009935,"East Village, Queen Elizabeth Olympic Park"
64,BikePoints_785,51.54094,-0.01051,"Aquatic Centre, Queen Elizabeth Olympic Park"
44,BikePoints_786,51.549369,-0.015717,"Lee Valley VeloPark, Queen Elizabeth Olympic Park"
35,BikePoints_787,51.546805,-0.014691,"Timber Lodge, Queen Elizabeth Olympic Park"
33,BikePoints_788,51.544836,-0.019524,"Copper Box Arena, Queen Elizabeth Olympic Park"
39,BikePoints_789,51.538718,-0.011889,"Podium, Queen Elizabeth Olympic Park"
